,full_text,lang,retweet_count,created_at,source,reply_screen_name,reply_followers_count,reply_friends_count,reply_statuses_count,reply_favourites_count,reply_created_at,reply_full_text,reply_retweet_count,reply_favorite_count
136,"Sentiment v průmyslu: výrazně ubylo firem očekávajících propad výroby.  Pád z útesu se nekoná, ekonomika se učí žít s riziky. Před horšími  signály z Německa ale neutečeme. #ucb_hlavníekonom",cs,0,Mon Feb 25 08:39:19 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
137,RT @UniCredit_PR: #Awards: @euromoney’s Private Banking and Wealth Management Survey has recognised #UniCredit as a leader in #PrivateBanki…,en,8,Sat Feb 23 13:02:21 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
138,RT @UniCredit_PR: #UniCredit4Good: #UniCredit launches Group-wide #SocialImpactBanking in ten additional markets in 2019. The rollout will…,en,11,Thu Feb 21 14:44:54 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
139,Lednová inflace překvapila. Meziroční růst cen bez potravin a pohonných  hmot nad 3% - to jsme tu neměli přes 10 let. Zvyšování úrokových sazeb  ČNB zřejmě ještě neskončilo. #ucb_hlavníekonom,cs,0,Wed Feb 13 08:53:00 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
140,"RT @UniCredit_PR: #UniCredit: Board of Directors' Resolutions
📌 #Financial
🗞️ https://t.co/GNyS59SXgR https://t.co/fvBBBi1WPy",en,4,Thu Feb 07 08:45:51 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
141,"RT @UniCredit_PR: #Transform2019: #UniCredit Group #Results 4Q18 and FY18. A pan-European winner. Strong FY18 performance, up versus FY17.…",en,14,Thu Feb 07 08:08:26 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
142,RT @UniCredit_PR: #Awards: #UniCredit is proud to announce that it has been officially certified by the @TopEmployer Institute in 2019 for…,en,9,Mon Feb 04 15:06:10 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
143,"Many thanks to the professional jury. We appreciate such recognition and congratulate all our colleagues who helped to create the #PRESTO product! 
#UniCreditAwards #UniCredit @UniCredit_PR https://t.co/AnPaQT7ZXf",en,0,Wed Jan 30 14:17:12 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
144,RT @UniCredit_PR: #UniCredit4People: #UniCredit today announced the signing of a Global  Framework Agreement (GFA) with @uniglobalunion. Th…,en,13,Mon Jan 28 14:01:24 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
145,"Lednový konjunkturální průzkum: podporuje hypotézu mírného zpomalování  ekonomiky, nikoliv nástupu krize. Míra zhoršení v průmyslu odpovídá  dvěma dřívějším epizodám, které průmysl nevykolejily. Zákazky ve  stavebnictví jsou nejvyšší od 2008. #ucb_hlavníekonom",cs,0,Thu Jan 24 08:22:35 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
146,"RT @UniCredit_PR: #BankingthatMatters: @EworldEssen is the industry meeting place for the  European energy industry. Visit us at the ""Tradi…",en,3,Tue Jan 22 08:43:52 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
147,"Our Corporate Banking Team, represented by Tomáš Sokolovský from the Center for Corporate and International Clients - North Moravia, is entering a new year with significant success! #UniCredit4You #UniCredit @UniCredit_PR https://t.co/yx1cPr4rQk",ro,0,Thu Jan 17 15:21:44 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
148,"Nová makročísla: rekordní minimum míry ziskovosti firem ve 3Q18 není překvapením. Trochu překvapilo zvýšení přebytku zahr. obchodu v 11/18 - vesměs dáno vývozem hotových aut, hlavně do  Španělska a Británie; jen jednorázový faktor =&gt; v prosinci čekáme  zhoršení.#ucb_hlavníekonom",cs,0,Fri Jan 11 08:46:35 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
149,"Plnění státního rozpočtu 2018: celoročně solidní čísla, nižší dynamika  výběru DPH a sociálního pojistného v samotném prosinci ale může  naznačovat zpomalování ekonomiky.#ucb_hlavníekonom",cs,0,Thu Jan 03 14:53:52 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
150,"We proudly present you the lastest achievement of our professional team.
#UniCreditBank #UniCredit #Award #Banking @UniCredit_PR https://t.co/iPLqyt3n4V",en,1,Thu Jan 03 12:45:03 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
151,"Thanks to both gentlemen! 

#UniCredit #UniCredit4Education @UniCredit_PR https://t.co/qmdV2VIzyB",en,2,Mon Dec 17 15:41:24 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
152,K říjnovým makro datům: Historicky druhý nejvyšší objem exportu motorových vozidel (po březnu 2017) nebudí dojem blížícího se zpomalení v autoprůmyslu. Je to ale pohled do zpětného zrcátka. #ucb_hlavníekonom,cs,0,Fri Dec 07 13:37:06 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
153,"Ve 3Q18 byl reálný růst mezd meziročně 6.0%, reálná spotřeba domácností  ale jen 3.1%.  Jiné příjmy rozdíl plně nevysvětlí =&gt; domácnosti  odkládaly spotřebu. Příprava na vánoce nebo na horší časy? #ucb_hlavníekonom",cs,0,Tue Dec 04 10:40:50 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
154,"We celebrate the 150th anniversary of the founding of Živnostenská banka! Celebrate with us: Come and enjoy our traveling exhibition, November 12 - 16 in Filadelfie building, 19 - 23 in Banking house or 26 - 30 in UniCredit bank Šancová.

@UniCredit_PR #UniCredit4You #UniCredit https://t.co/geDnCOcczd",und,3,Fri Nov 09 12:55:58 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
155,"Proud again! 

#Congratulations #UniCreditLeasing @UniCredit_PR https://t.co/IXQPezkNNf",en,2,Mon Nov 05 16:13:02 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
156,"Národní rozpočtová rada už plní účel, kvůli kterému vznikla. Realistické  předpoklady, alarmující závěry. Dovolí si politici tuto zprávu  ignorovat? https://t.co/y6GW2C0FJI #ucb_hlavníekonom",cs,1,Wed Oct 31 14:14:04 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
157,"What does it mean when we say #UniCredit4innovation? Take a look at this video: https://t.co/ZtsZzJfdfI

#UniCredit @UniCredit_PR #Innovation #Bank https://t.co/YDdfTfGS4D",en,3,Mon Oct 22 11:30:38 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
158,"Výdaje na platy státních zaměstnanců stoupnou za 2 roky (2019-2017) o  čtvrtinu, počet míst téměř o 9 procent. Bobtnání státu se nám vymstí,  jakmile ekonomika zpomalí. #ucb_hlavníekonom
https://t.co/h5lmWSNIrS …",cs,0,Mon Oct 22 10:22:42 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
159,Sektorové účty: míra zisku nefinančních podniků je letos nejnižší za dobu měření od roku 2005. Zjevný důsledek mzdových tlaků. #ucb_hlavníekonom,cs,0,Tue Oct 02 07:31:28 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
160,Jediná podstatná informace z jinak nepřekvapivých výsledků kunjunkturálního průzkumu: rostou obavy spotřebitelů z inflace! #ucb_hlavníekonom,cs,0,Mon Sep 24 07:25:30 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
161,"Enjoy the full video at: 
https://t.co/JKiCW4cR00

#UniCredit #UniCredit4Sport @UniCredit_PR #RunCzech https://t.co/dAMCTCY0Ii",en,0,Tue Sep 18 12:22:12 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
162,"Thanks to the professional jury! 

@UniCredit_PR #Award #UniCredit #Finance https://t.co/GGT8yEqA5d",en,0,Thu Sep 06 14:07:33 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
163,Růst mezd za první pololetí (8.6% yoy) víc než dvojnásobně předstihl  růst produktivity (3.7% yoy). V odvětvích veřejné sféry víc než  trojnásobně. Tempo je neudržitelné. Jak zareaguje ekonomika?#ucb_hlavníekonom,cs,0,Tue Sep 04 09:51:34 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
164,"Thank you for joining us and see you next year!

See the video here: https://t.co/376d4yxOD8 

 #UniCredit4You #UniCredit @UniCredit_PR https://t.co/MIGDJhbrYw",en,0,Tue Aug 28 13:14:01 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
165,"https://t.co/PWmqHRRJDJ
Ze dvou návrhů na změnu penzí zvítězil ten méně špatný. I tak znamená  nesystémové zásahy a trvalé zvýšení výdajů, na které nejsou na penzijním  účtu rezervy.#ucb_hlavníekonom",cs,0,Wed Aug 22 12:00:29 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
166,"See more in related video: 
https://t.co/k9suxeoDLF

#UniCredit4Innovation @UniCredit_PR #Innovation https://t.co/epyG6IdKM4",en,3,Fri Aug 17 12:16:05 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
167,"See the full video here: https://t.co/YAItqr0ftE

#UniCredit4Good @UniCredit_PR https://t.co/P23Cb7Pad2",en,2,Fri Aug 03 10:58:06 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
168,"Českému průmyslu se krátí dech: hodnocení poptávky je nejslabší za víc než čtyři roky, stav zásob vzrostl. 
https://t.co/B3rjjWjfNg
#ucb_hlavníekonom",cs,0,Tue Jul 24 07:35:56 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
169,"Pěkná ukázka, jak jeden populistický návrh plodí další. Kdyby se do  důchodového systému zasahovalo systémově, kýžený výsledek by mohl být  podobný a bez politické šarády. #ucb_hlavníekonom
https://t.co/AupAb5BVhF",cs,0,Thu Jul 19 13:15:09 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
170,"Každý den přináší nové výzvy. Nebojte se jim postavit společně s námi.
Jsme bankou pro všechno, na čem záleží ve 14 zemích Evropy a v dalších 18 zemích světa. Děkujeme, že nám důvěřujete! 

https://t.co/WM5S77SxI9",cs,0,Thu Jul 19 08:43:13 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
171,UniCredit joins Women in Finance Charter to help improve #gender #diversity in #financial services: this initiative is part of UniCredit’s Group-wide Diversity Action Plan for a balanced gender distribution at all levels. Discover more: https://t.co/9rGq2VUFSD https://t.co/u53N9TnnDo,en,1,Thu Jul 12 14:04:34 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
172,"Just starting the last phase of the trade war that may not have any measurable impacts on the Czech economy. Next phases will be more serious. #ucb_hlavníekonom 
https://t.co/FMaULVbsqP … …",en,0,Fri Jun 22 07:38:56 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
173,"Minimální mzda: v EUR (nákladech firem) je Česko uprostřed žebříčku, v   kupní síle příjemců zaostává. Problémem jsou tedy vysoké ceny v Česku proti dalším zemím CEE.#ucb_hlavníekonom https://t.co/4pYrCXFwQ3",cs,1,Fri Jun 15 07:52:41 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
174,"Nezaměstnanost klesla na 3.0%, květnový pokles ovšem byl pro tento měsíc  nejslabší od roku 2009. Volná pracovní síla není a nebude. Ekonomika si  musí poradit reformou své vnitřní struktury, což může i bolet. #ucb_hlavníekonom",cs,0,Fri Jun 08 08:20:13 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
175,Zahraniční obchod za 1Q18 zaznamenal meziroční zhoršení o 11 miliard Kč.  Čistý export ve stálých cenách zřejmě dopadl nejhůř od 2Q15 =&gt; růst  české ekonomiky zpomaluje. #ucb_hlavníekonom,cs,0,Wed May 09 09:29:36 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
176,"Zajímavá studie Bank of France: Česko díky volnému obchodu v rámci EU (bez efektů volného pohybu kapitálu a osob) zbohatlo o 10,8%, Slovensko o 12,0%, Brexitem obě země ztratí 0,3% #ucb_hlavníekonom. 
https://t.co/8FrUyvGh9T",cs,4,Wed May 02 08:47:20 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
177,"Indikátory sentimentu v české ekonomice: stabilní situace ve většině  sektorů, potvrzené zlepšení ve stavebnictví. Rizika tvrdého přistání ekonomiky jsou zatím malá. #ucb_hlavníekonom",cs,0,Tue Apr 24 07:17:01 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
178,"Prognóza ministerstva financí https://t.co/sESbalUtMo předpokládá pro 2019 růst HDP 3.3%, což je nad všemi tržními odhady. Proč ustoupilo ministerstvo ze své obvyklé praxe být v odhadech na konzervativní straně? #ucb_hlavníekonom",cs,0,Wed Apr 11 13:04:03 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
179,"Co plyne ze sektorových účtů: podniky loni díky vysoké poptávce ustály  mzdové tlaky, domácnosti snížily míru úspor na nejnižší hodnotu od roku  2004. Letos bude situace podniků napjatější.#ucb_hlavníekonom",cs,0,Tue Apr 03 08:10:59 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
180,"Sentiment ve stavebnictví dle ČSÚ dosáhl nejvyšší hodnoty od roku 2008.  Zlepšení ale nevychází tolik z vyšší poptávky, jako z úmyslu stavebních  firem nabírat zaměstnance. Kde ty lidi vezmou nebo komu je přeberou? #ucb_hlavníekonom",cs,1,Mon Mar 26 07:30:53 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
181,"Únorové ceny v průmyslu meziročně klesly (-0.3%) kvůli technickým příčinám, ale ve stavebnictví a službách zrychlily (+2.2%). Obrázek je stejný jako ukazujíí spotřebitelské ceny: inflační tlaky bublají pod povrchem.#ucb_hlavníekonom",cs,0,Fri Mar 16 10:01:58 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
182,"Zajímavá čísla z ČSÚ: pokles inflace na 1.8% yoy - nic zásadně nového, jen konec máselné a vaječné aféry; růst průměrné mzdy 8.0% yoy - mzdová spirála sílí; propad obchodní bilance - nic dramatického, jen opožděný náběh výroby aut v lednu. #ucb_hlavníekonom",cs,0,Fri Mar 09 09:39:50 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
183,"Počet lidí bez práce v Česku začal v únoru opět klesat, objevují se ale limity dalších poklesů. Pod 3% podíl nezaměstnaných systematicky nepůjde. #ucb_hlavníekonom",cs,0,Thu Mar 08 08:50:18 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
184,"Z hlediska makroekonomických rovnováh prošlo u Evropské komise Česko na rozdíl od 12 jiných zemí bez výhrad, ... https://t.co/CwHxtqWRe0
... financování penzí a zdravotnictví jsou ale dlouhodobým rizikem. #ucb_hlavníekonom",cs,0,Wed Mar 07 15:56:46 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
185,Konjunkturální průzkum ČSÚ: stavebnictví hlásí vzestup poptávky a čeká nejlepší rok od 2008. Konečně! Ostatní sektory stabilně dobré.  #ucb_hlavníekonom,cs,1,Mon Feb 26 08:22:00 +0000 2018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
186,RT @UniCredit_PR: #Live: follow from London the status update of #Transform2019 | #CMD2017 | LINK: https://t.co/oEvqQu3FPJ https://t.co/AHF…,en,7,Tue Dec 12 09:17:00 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
187,RT @UniCredit_PR: #PressRelease: #UniCredit signs agreements to sell down FINO portfolio below 20 per cent | LINK: https://t.co/LtHV61N6H1…,en,5,Tue Dec 12 08:30:18 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
188,"RT @UniCredit_PR: #LIVE: #UniCredit, 3Q17 Group Results Presentation. Follow at https://t.co/9WxJuNraka | #Transform2019 https://t.co/gkQ8Y…",en,12,Thu Nov 09 09:33:22 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
189,"RT @UniCredit_PR: #LIVE: #UniCredit, 3Q17 Group Results Presentation. Follow at https://t.co/9WxJuNraka | #Transform2019 https://t.co/9DdST…",en,9,Thu Nov 09 09:29:23 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
190,RT @UniCredit_PR: #Live: #UniCredit 3Q17 Group Results Presentation. Follow at https://t.co/9WxJuNraka | #Transform2019 https://t.co/84QunS…,en,10,Thu Nov 09 09:25:35 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
191,"Zástupcovia banky si v Londýne prevzali prestížne ocenenie magazínu The Banker za najlepšie privátne bankovníctvo v roku 2017 na Slovensku.
""Tieto oblasti považujeme za kľúčové pre skvalitnenie správy majetku rodín našich klientov do budúcnosti."" 

@UniCredit_PR #UniCreditBank https://t.co/ipsUPgWZ7q",und,1,Tue Oct 31 15:45:17 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
192,"@PetrNikolas Dobrý den, s odesíláním trvalých příkazů by neměl být problém.",cs,1,Tue Oct 10 14:03:17 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PetrNikolas,278,658,1358,602,Mon Oct 09 14:57:39 +0000 2017,"@UniCredit_CZSK Dobrý den, když vám nejde internetové bankovnictví, znamená to, že moje pravidelné platby nebudou odeslány?",0,0
193,"@Kubish20 Dobrý den, kvůli odstávce systému se bohužel historii špatně propisuje. Jakmile budeme online a plně v provozu, vše zase správně uvidíte.",cs,0,Tue Oct 10 13:46:23 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Kubish20,8,152,8,115,Tue Oct 10 06:08:32 +0000 2017,@UniCredit_CZSK Proc v mem mobilnim bankovnictvi nevidim v Historii plateb vubec zadne platby?,0,1
194,"@rembish Dobrý den, bohužel naše IT oddělení nám zatím neposkytlo konkrétní informace, ale snad se to brzy změní.",cs,1,Tue Oct 10 13:45:33 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",rembish,575,217,5886,1218,Tue Oct 10 11:33:49 +0000 2017,Je nejaky insider iv @UniCredit_CZSK? V jakem je to stavu? Je to pomerne velky prusvih mit nefunkcni online bankovnictvi necelych 5 dny.,0,2
195,"@TerezaMunnigh Dobrý den, Terezo, bankéř s tím opravdu moc nevyvede, ale naše IT oddělení na všem neustále pracuje. Snad se brzy podaří.",cs,0,Tue Oct 10 13:44:43 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
196,"@NSonic101 Jirko, to nás moc mrzí :( Pevně věříme, že se jednalo o jednorázovou situaci, která se již nebude opakovat.",cs,0,Sun Apr 02 17:57:29 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NSonic101,91,517,3491,9410,Wed Mar 29 14:40:02 +0000 2017,@unicredit_czsk vaše pobočka Vinohradská:jediná pokladna a u ní schůzka-”prijdte za 20 min nebo o kilometr dal”-super služby ve 2017..,0,0
197,"@_kutac SmartBanking není nastavený pro stejné operace jako OnlineBanking. Momentálně není technicky možné, aby blokace zobrazoval i SB.",cs,0,Wed Jan 25 14:17:25 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_kutac,105,325,4742,915,Tue Jan 24 19:51:40 +0000 2017,@UniCredit_CZSK proč není možnost zobrazovat blokace kartou ve smartbankingu? Já teda nerozumím proč to neumí když IB to umí.,0,0
198,"@turban_CZ Tomáši, na vylepšeních IB neustále pracujeme. Věříme, že s novou aktualizací již budete spokojen. Omlouváme se.",cs,0,Wed Jan 18 19:10:54 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",turban_CZ,27,259,116,173,Wed Jan 18 19:06:07 +0000 2017,"@UniCredit_CZSK Spíš bych ocenil, pokud by se tyto průšvihy neděly. A zkuste se podívat na funční @RaiffeisenCZ",0,0
199,"@turban_CZ Tomáši, oceníme, pokud nám Vaši zpětnou vazbu (a kritiku) napíšete do speciálního formuláře https://t.co/W1h9ZfwJy0.",cs,0,Wed Jan 18 17:42:51 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",turban_CZ,27,259,116,173,Wed Jan 18 13:57:05 +0000 2017,@UniCredit_CZSK Skutečně není důvod ke smíchu. Váš internetbanking a smartbanking postrádá jakoukoliv logickou koncepci a přehlednost.,0,0
200,"@turban_CZ Tomáši, oceníme, pokud nám Vaši zpětnou vazbu (a kritiku) napíšete do speciálního formuláře https://t.co/W1h9ZfwJy0.",cs,0,Wed Jan 18 17:42:51 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",turban_CZ,27,259,116,173,Wed Jan 18 13:57:05 +0000 2017,@UniCredit_CZSK Skutečně není důvod ke smíchu. Váš internetbanking a smartbanking postrádá jakoukoliv logickou koncepci a přehlednost.,0,0
201,@valhalla_now Děkujeme za informaci. Zkusíme s tím něco udělat. :-),cs,0,Mon Jan 16 14:25:49 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",valhalla_now,954,2988,66964,33694,Fri Jan 13 09:46:50 +0000 2017,"Vas bankomat,po osazeni VETSIHO za mensi (!!?)na Vysocanske je NEUSTALE PREPLNEN. (neustale = temer KAZDY vecer) a zrejme o tom MUSITE vedet https://t.co/DTsiBUJonn",0,0
202,"@PatrikChrz Super, jsme rádi, že se vše osvětlilo! :)",cs,0,Sat Jan 14 17:32:30 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PatrikChrz,175,11,922,7,Sat Jan 14 17:22:18 +0000 2017,"@UniCredit_CZSK Dobrý den, už se to vysvětlilo, karta je navázána na CZK i EUR účet a peníze byly jen na CZK, což mě nenapadlo. Šlo o JOD.",0,0
203,"@PatrikChrz Dobrý den Patriku, jaký typ účtu a karty vlasníte?",cs,0,Sat Jan 14 11:33:11 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PatrikChrz,175,11,922,7,Thu Jan 12 17:48:28 +0000 2017,"Opět se mi potvrdilo - jen jedna karta do zahraničí je hazard. Kartou @UniCredit_CZSK , jsem v Jordánsku nevybral. Pomohla @Ceskasporitelna",1,7
204,@valhalla_now Můžete nám to nějak přiblížit? Kde je konkrétní problém? Co se Vám nelíbí? Co nemůžete najít?,cs,0,Sat Jan 14 11:29:34 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",valhalla_now,954,2988,66964,33694,Fri Jan 13 09:45:49 +0000 2017,"@UniCredit_CZSK no JEJE !! On-line banking of yours..vypada JAK omalovanky pro lidi,co v ZIVOTE doma nemeli kasicku..",0,0
205,"@DostDobry Tomu rozumíme. :-) Děkujeme za Váš feedback. Bylo to myšleno tak, že v případě přetrvávajících problémů máte kontaktovat linku.",cs,0,Thu Jan 12 15:53:32 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DostDobry,362,369,1902,355,Thu Jan 12 13:07:12 +0000 2017,"@UniCredit_CZSK Přeci když píšu do chatu, nechci vždycky dostat odpověď, abych zavolal. Kdybych chtěl volat, volám.",0,0
206,"@DostDobry Dobrý den, Marku, my jsme Vám ale na Vaši otázku v chatu odpověděli. :-) Co konkrétně Vás rozčílilo na našem chatu? :-)",cs,0,Thu Jan 12 12:01:47 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DostDobry,362,369,1902,355,Wed Jan 11 16:00:19 +0000 2017,"Drahá @UniCredit_PR, jsem u vás 3 dny a už mě pěkně štvete. Tenhle chat je naprostá komedie k informativním účelům. https://t.co/cy3RL4T1qE",0,2
207,@valhalla_now Naši testeři to viděli. :-) Co nám ale stejně nejvíc dá je feedback od častého užívání. Máte pro nás nějaký konkrétní problém?,cs,0,Thu Jan 12 11:38:10 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",valhalla_now,954,2988,66964,33694,Fri Dec 16 12:20:01 +0000 2016,@UniCredit_CZSK videli ten vas new on-line-rather-NeBanking.. testri ? Ne ? !! #hned jsem si to myslela.. #kunert Kunerte..PROC Italum..(!?),0,0
208,"@turban_CZ máte nějaký konkrétní případ, ve kterém bychom se měli a mohli zlepšit? Nějaká konkrétní situace? :-)",cs,0,Thu Jan 12 11:36:22 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",turban_CZ,27,259,116,173,Fri Dec 16 21:50:56 +0000 2016,"@UniCredit_CZSK zaostava ve spolehlivosti, komfortu a kvalite sluzeb. Opet nefunkcni #smartbanking. Problemy neresime #insallah",0,0
209,@ohlad Petře a máte nějaké konkrétní připomínky? My si je rádi vyslechneme. Předem děkujeme za konkrétní kritiku. https://t.co/W1h9ZfwJy0,cs,0,Thu Jan 12 11:07:19 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",petrchlad,318,219,15956,706,Thu Dec 29 10:28:04 +0000 2016,Ten kdo stojí za redesignem int. bankovnictví @UniCredit_CZSK by zasloužil pověsit do průvanu. To se vůbec nedá ovládat.,0,0
210,"@T3RMiX To nás samozřejmě mrzí. Budeme ale moc rádi, za Váš konkrétní feedback. :-) https://t.co/W1h9ZfwJy0",cs,0,Thu Jan 12 10:56:48 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
